class,icd10,disease,Inf_sexual,Inf_resp,Inf_Enteric,Inf_tropical,Inf_other,Maternal,Neonatal,Nutritionaldeficiencies,Neoplasms,cvd,chronic_resp,Dis_Digestive,Dis_Neurological,Dis_Mental,Dis_Substanceuse,Diabetes,Chronickidney,Skin,Senseorgan,Glaucoma,Cataract,Musculoskeletal,Congenitalbirthdefects,Urinary_maleinfertility,Gynecological,Hemoglobinopathies_hemolytic,Endocrinemetabolicimmune,Dis_oral,Inj_Transport,Inj_Unintentional
涉及溜冰、滑雪、溜旱冰或滑板时的跌倒(W02),W02.201,"涉及溜冰、滑雪、溜旱冰或滑板时的跌倒,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及溜冰、滑雪、溜旱冰或滑板时的跌倒(W02),W02.301,"涉及溜冰、滑雪、溜旱冰或滑板时的跌倒,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及溜冰、滑雪、溜旱冰或滑板时的跌倒(W02),W02.801,"涉及溜冰、滑雪、溜旱冰或滑板时的跌倒,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及溜冰、滑雪、溜旱冰或滑板时的跌倒(W02),W02.501,"涉及溜冰、滑雪、溜旱冰或滑板时的跌倒,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及溜冰、滑雪、溜旱冰或滑板时的跌倒(W02),W02.601,"涉及溜冰、滑雪、溜旱冰或滑板时的跌倒,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及溜冰、滑雪、溜旱冰或滑板时的跌倒(W02),W02.701,"涉及溜冰、滑雪、溜旱冰或滑板时的跌倒,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及溜冰、滑雪、溜旱冰或滑板时的跌倒(W02),W02.401,"涉及溜冰、滑雪、溜旱冰或滑板时的跌倒,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
由于被别人碰撞或推动引起的在同一平面上的其他跌倒(W03),W03.601,"由于被别人碰撞或推动引起的在同一平面上的其他跌倒,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
由于被别人碰撞或推动引起的在同一平面上的其他跌倒(W03),W03.701,"由于被别人碰撞或推动引起的在同一平面上的其他跌倒,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
由于被别人碰撞或推动引起的在同一平面上的其他跌倒(W03),W03.801,"由于被别人碰撞或推动引起的在同一平面上的其他跌倒,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
由于被别人碰撞或推动引起的在同一平面上的其他跌倒(W03),W03.002,"由于被别人碰撞或推动引起的在同一平面上的其他跌倒,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
由于被别人碰撞或推动引起的在同一平面上的其他跌倒(W03),W03.501,"由于被别人碰撞或推动引起的在同一平面上的其他跌倒,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
由于被别人碰撞或推动引起的在同一平面上的其他跌倒(W03),W03.201,"由于被别人碰撞或推动引起的在同一平面上的其他跌倒,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
由于被别人碰撞或推动引起的在同一平面上的其他跌倒(W03),W03.301,"由于被别人碰撞或推动引起的在同一平面上的其他跌倒,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
由于被别人碰撞或推动引起的在同一平面上的其他跌倒(W03),W03.401,"由于被别人碰撞或推动引起的在同一平面上的其他跌倒,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
由于被别人碰撞或推动引起的在同一平面上的其他跌倒(W03),W03.101,"由于被别人碰撞或推动引起的在同一平面上的其他跌倒,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在被他人运送或搀扶时跌倒(W04),W04.001,"在被他人运送或搀扶时跌倒,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在被他人运送或搀扶时跌倒(W04),W04.101,"在被他人运送或搀扶时跌倒,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在被他人运送或搀扶时跌倒(W04),W04.201,"在被他人运送或搀扶时跌倒,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在被他人运送或搀扶时跌倒(W04),W04.301,"在被他人运送或搀扶时跌倒,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在被他人运送或搀扶时跌倒(W04),W04.901,"在被他人运送或搀扶时跌倒,在未特指场所",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在被他人运送或搀扶时跌倒(W04),W04.501,"在被他人运送或搀扶时跌倒,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在被他人运送或搀扶时跌倒(W04),W04.601,"在被他人运送或搀扶时跌倒,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在被他人运送或搀扶时跌倒(W04),W04.701,"在被他人运送或搀扶时跌倒,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在被他人运送或搀扶时跌倒(W04),W04.801,"在被他人运送或搀扶时跌倒,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在被他人运送或搀扶时跌倒(W04),W04.401,"在被他人运送或搀扶时跌倒,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及轮椅上的跌落(W05),W05.001,"涉及轮椅上的跌落,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及轮椅上的跌落(W05),W05.101,"涉及轮椅上的跌落,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及轮椅上的跌落(W05),W05.201,"涉及轮椅上的跌落,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及轮椅上的跌落(W05),W05.301,"涉及轮椅上的跌落,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及轮椅上的跌落(W05),W05.901,"涉及轮椅上的跌落,在未特指场所",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及轮椅上的跌落(W05),W05.501,"涉及轮椅上的跌落,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及轮椅上的跌落(W05),W05.601,"涉及轮椅上的跌落,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及轮椅上的跌落(W05),W05.701,"涉及轮椅上的跌落,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及轮椅上的跌落(W05),W05.801,"涉及轮椅上的跌落,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及轮椅上的跌落(W05),W05.401,"涉及轮椅上的跌落,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及床上的跌落(W06),W06.001,"涉及床上的跌落,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及床上的跌落(W06),W06.101,"涉及床上的跌落,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及床上的跌落(W06),W06.201,"涉及床上的跌落,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及床上的跌落(W06),W06.301,"涉及床上的跌落,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及床上的跌落(W06),W06.901,"涉及床上的跌落,在未特指场所",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及床上的跌落(W06),W06.501,"涉及床上的跌落,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及床上的跌落(W06),W06.601,"涉及床上的跌落,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及床上的跌落(W06),W06.701,"涉及床上的跌落,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及床上的跌落(W06),W06.801,"涉及床上的跌落,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及床上的跌落(W06),W06.401,"涉及床上的跌落,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及椅子上的跌落(W07),W07.001,"涉及椅子上的跌落,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及椅子上的跌落(W07),W07.101,"涉及椅子上的跌落,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及椅子上的跌落(W07),W07.201,"涉及椅子上的跌落,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及椅子上的跌落(W07),W07.301,"涉及椅子上的跌落,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及椅子上的跌落(W07),W07.801,"涉及椅子上的跌落,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及椅子上的跌落(W07),W07.501,"涉及椅子上的跌落,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及椅子上的跌落(W07),W07.601,"涉及椅子上的跌落,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及椅子上的跌落(W07),W07.701,"涉及椅子上的跌落,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及椅子上的跌落(W07),W07.401,"涉及椅子上的跌落,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及其他家具上的跌落(W08),W08.001,"涉及其他家具上的跌落,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及其他家具上的跌落(W08),W08.101,"涉及其他家具上的跌落,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及其他家具上的跌落(W08),W08.201,"涉及其他家具上的跌落,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及其他家具上的跌落(W08),W08.301,"涉及其他家具上的跌落,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及其他家具上的跌落(W08),W08.901,"涉及其他家具上的跌落,在未特指场所",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及其他家具上的跌落(W08),W08.501,"涉及其他家具上的跌落,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及其他家具上的跌落(W08),W08.601,"涉及其他家具上的跌落,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及其他家具上的跌落(W08),W08.701,"涉及其他家具上的跌落,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及其他家具上的跌落(W08),W08.801,"涉及其他家具上的跌落,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及其他家具上的跌落(W08),W08.401,"涉及其他家具上的跌落,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及运动场设施上的跌落(W09),W09.002,"涉及运动场设施上的跌落,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及运动场设施上的跌落(W09),W09.101,"涉及运动场设施上的跌落,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及运动场设施上的跌落(W09),W09.201,"涉及运动场设施上的跌落,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及运动场设施上的跌落(W09),W09.301,"涉及运动场设施上的跌落,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及运动场设施上的跌落(W09),W09.801,"涉及运动场设施上的跌落,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及运动场设施上的跌落(W09),W09.501,"涉及运动场设施上的跌落,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及运动场设施上的跌落(W09),W09.601,"涉及运动场设施上的跌落,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及运动场设施上的跌落(W09),W09.701,"涉及运动场设施上的跌落,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
涉及运动场设施上的跌落(W09),W09.401,"涉及运动场设施上的跌落,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在楼梯或台阶上的跌倒和跌落(W10),W10.301,"在楼梯或台阶上跌倒和跌落,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在楼梯或台阶上的跌倒和跌落(W10),W10.401,"在楼梯或台阶上跌倒和跌落,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在楼梯或台阶上的跌倒和跌落(W10),W10.501,"在楼梯或台阶上跌倒和跌落,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在楼梯或台阶上的跌倒和跌落(W10),W10.601,"在楼梯或台阶上跌倒和跌落,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在楼梯或台阶上的跌倒和跌落(W10),W10.201,"在楼梯或台阶上跌倒和跌落,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在楼梯或台阶上的跌倒和跌落(W10),W10.801,"在楼梯或台阶上跌倒和跌落,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在楼梯或台阶上的跌倒和跌落(W10),W10.002,"在楼梯或台阶上跌倒和跌落,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在楼梯或台阶上的跌倒和跌落(W10),W10.101,"在楼梯或台阶上跌倒和跌落,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在楼梯或台阶上的跌倒和跌落(W10),W10.701,"在楼梯或台阶上跌倒和跌落,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在梯子上跌倒和跌落(W11),W11.002,"在梯子上跌倒和跌落,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在梯子上跌倒和跌落(W11),W11.101,"在梯子上跌倒和跌落,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在梯子上跌倒和跌落(W11),W11.201,"在梯子上跌倒和跌落,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在梯子上跌倒和跌落(W11),W11.301,"在梯子上跌倒和跌落,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在梯子上跌倒和跌落(W11),W11.901,"在梯子上跌倒和跌落,在未特指场所",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在梯子上跌倒和跌落(W11),W11.501,"在梯子上跌倒和跌落,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在梯子上跌倒和跌落(W11),W11.601,从脚手架上跌落,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在梯子上跌倒和跌落(W11),W11.701,"在梯子上跌倒和跌落,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在梯子上跌倒和跌落(W11),W11.801,"在梯子上跌倒和跌落,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在梯子上跌倒和跌落(W11),W11.401,"在梯子上跌倒和跌落,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在脚手架上跌倒和跌落(W12),W12.001,"在脚手架上跌倒和跌落,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在脚手架上跌倒和跌落(W12),W12.101,"在脚手架上跌倒和跌落,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在脚手架上跌倒和跌落(W12),W12.201,"在脚手架上跌倒和跌落,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在脚手架上跌倒和跌落(W12),W12.301,"在脚手架上跌倒和跌落,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在脚手架上跌倒和跌落(W12),W12.901,"在脚手架上跌倒和跌落,在未特指场所",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在脚手架上跌倒和跌落(W12),W12.501,"在脚手架上跌倒和跌落,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在脚手架上跌倒和跌落(W12),W12.601,"在脚手架上跌倒和跌落,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在脚手架上跌倒和跌落(W12),W12.701,"在脚手架上跌倒和跌落,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在脚手架上跌倒和跌落(W12),W12.801,"在脚手架上跌倒和跌落,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在脚手架上跌倒和跌落(W12),W12.401,"在脚手架上跌倒和跌落,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从房屋或建筑结构上跌落或跌出(W13),W13.001,"从房屋或建筑结构上跌落或跌出,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从房屋或建筑结构上跌落或跌出(W13),W13.101,"从房屋或建筑结构上跌落或跌出,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从房屋或建筑结构上跌落或跌出(W13),W13.201,"从房屋或建筑结构上跌落或跌出,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从房屋或建筑结构上跌落或跌出(W13),W13.301,"从房屋或建筑结构上跌落或跌出,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从房屋或建筑结构上跌落或跌出(W13),W13.801,"从房屋或建筑结构上跌落或跌出,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从房屋或建筑结构上跌落或跌出(W13),W13.501,"从房屋或建筑结构上跌落或跌出,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从房屋或建筑结构上跌落或跌出(W13),W13.601,"从房屋或建筑结构上跌落或跌出,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从房屋或建筑结构上跌落或跌出(W13),W13.701,"从房屋或建筑结构上跌落或跌出,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从房屋或建筑结构上跌落或跌出(W13),W13.401,"从房屋或建筑结构上跌落或跌出,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从树上跌落(W14),W14.001,"从树上跌落,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从树上跌落(W14),W14.101,"从树上跌落,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从树上跌落(W14),W14.201,"从树上跌落,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从树上跌落(W14),W14.301,"从树上跌落,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从树上跌落(W14),W14.801,"从树上跌落,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从树上跌落(W14),W14.501,"从树上跌落,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从树上跌落(W14),W14.601,"从树上跌落,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从树上跌落(W14),W14.701,"从树上跌落,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从树上跌落(W14),W14.401,"从树上跌落,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从悬崖上跌落(W15),W15.001,"从悬崖上跌落,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从悬崖上跌落(W15),W15.101,"从悬崖上跌落,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从悬崖上跌落(W15),W15.201,"从悬崖上跌落,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从悬崖上跌落(W15),W15.301,"从悬崖上跌落,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从悬崖上跌落(W15),W15.401,"从悬崖上跌落,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从悬崖上跌落(W15),W15.501,"从悬崖上跌落,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从悬崖上跌落(W15),W15.601,"从悬崖上跌落,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从悬崖上跌落(W15),W15.701,"从悬崖上跌落,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从悬崖上跌落(W15),W15.801,"从悬崖上跌落,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从悬崖上跌落(W15),W15.901,"从悬崖上跌落,在未特指场所",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
潜水或跳水引起的损伤，除外淹溺和沉没(W16),W16.001,"潜水或跳水引起的损伤,除外淹溺和沉没,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
潜水或跳水引起的损伤，除外淹溺和沉没(W16),W16.101,"潜水或跳水引起的损伤,除外淹溺和沉没,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
潜水或跳水引起的损伤，除外淹溺和沉没(W16),W16.201,"潜水或跳水引起的损伤,除外淹溺和沉没,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
潜水或跳水引起的损伤，除外淹溺和沉没(W16),W16.301,"潜水或跳水引起的损伤,除外淹溺和沉没,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
潜水或跳水引起的损伤，除外淹溺和沉没(W16),W16.801,"潜水或跳水引起的损伤,除外淹溺和沉没,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
潜水或跳水引起的损伤，除外淹溺和沉没(W16),W16.501,"潜水或跳水引起的损伤,除外淹溺和沉没,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
潜水或跳水引起的损伤，除外淹溺和沉没(W16),W16.601,"潜水或跳水引起的损伤,除外淹溺和沉没,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
潜水或跳水引起的损伤，除外淹溺和沉没(W16),W16.701,"潜水或跳水引起的损伤,除外淹溺和沉没,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
潜水或跳水引起的损伤，除外淹溺和沉没(W16),W16.401,"潜水或跳水引起的损伤,除外淹溺和沉没,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从一个平面至另一个平面的其他跌落(W17),W17.101,"从一个平面至另一平面的其他跌落,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从一个平面至另一个平面的其他跌落(W17),W17.201,"从一个平面至另一平面的其他跌落,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从一个平面至另一个平面的其他跌落(W17),W17.301,"从一个平面至另一平面的其他跌落,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从一个平面至另一个平面的其他跌落(W17),W17.401,"从一个平面至另一平面的其他跌落,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从一个平面至另一个平面的其他跌落(W17),W17.001,"从一个平面至另一平面的其他跌落,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从一个平面至另一个平面的其他跌落(W17),W17.601,"从一个平面至另一平面的其他跌落,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从一个平面至另一个平面的其他跌落(W17),W17.701,"从一个平面至另一平面的其他跌落,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从一个平面至另一个平面的其他跌落(W17),W17.801,"从一个平面至另一平面的其他跌落,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
从一个平面至另一个平面的其他跌落(W17),W17.501,"从一个平面至另一平面的其他跌落,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在同一个平面的其他跌倒(W18),W18.001,"在同一平面的其他跌倒,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在同一个平面的其他跌倒(W18),W18.101,"在同一平面的其他跌倒,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在同一个平面的其他跌倒(W18),W18.201,"在同一平面的其他跌倒,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在同一个平面的其他跌倒(W18),W18.301,"在同一平面的其他跌倒,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在同一个平面的其他跌倒(W18),W18.801,"在同一平面的其他跌倒,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在同一个平面的其他跌倒(W18),W18.501,"在同一平面的其他跌倒,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在同一个平面的其他跌倒(W18),W18.601,"在同一平面的其他跌倒,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在同一个平面的其他跌倒(W18),W18.701,"在同一平面的其他跌倒,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
在同一个平面的其他跌倒(W18),W18.401,"在同一平面的其他跌倒,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
未特指的跌倒(W19),W19.001,"未特指的跌倒,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
未特指的跌倒(W19),W19.101,"未特指的跌倒,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
未特指的跌倒(W19),W19.201,"未特指的跌倒,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
未特指的跌倒(W19),W19.301,"未特指的跌倒,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
未特指的跌倒(W19),W19.801,"未特指的跌倒,在其他特指的场地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
未特指的跌倒(W19),W19.501,"未特指的跌倒,在贸易和服务区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
未特指的跌倒(W19),W19.601,"未特指的跌倒,在工业和建筑区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
未特指的跌倒(W19),W19.701,"未特指的跌倒,在农场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
未特指的跌倒(W19),W19.401,"未特指的跌倒,在街道和公路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
被投掷、抛出或坠落物体击中(W20),W20.001,"被投掷、抛出或坠落物体击中,在家",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
被投掷、抛出或坠落物体击中(W20),W20.101,"被投掷、抛出或坠落物体击中,在居住的公共设施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
被投掷、抛出或坠落物体击中(W20),W20.201,"被投掷、抛出或坠落物体击中,在学校、其他机构和公共管理区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
被投掷、抛出或坠落物体击中(W20),W20.301,"被投掷、抛出或坠落物体击中,在体育和运动区域",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
被投掷、抛出或坠落物体击中(W20),W20.904,坠落物击伤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
